Sample,CO2raw,CO2_ADCv,CO2_AOUTv,ALCraw,ALC_ADCv,ALC_AOUTv,Type,ratio co2/ethanol
3084,1923,1.549,2.254,2495,2.01,2.924,activatedcharcoal,0.770861833
3085,1915,1.543,2.244,2495,2.01,2.924,activatedcharcoal,0.76744186
3086,1917,1.544,2.246,2495,2.01,2.924,activatedcharcoal,0.768125855
3087,1923,1.549,2.254,2487,2.004,2.914,activatedcharcoal,0.773507207
3088,1917,1.544,2.246,2495,2.01,2.924,activatedcharcoal,0.768125855
3089,1919,1.546,2.249,2489,2.005,2.917,activatedcharcoal,0.7709976
3090,1921,1.548,2.251,2495,2.01,2.924,activatedcharcoal,0.769835841
3091,1924,1.55,2.255,2498,2.013,2.927,activatedcharcoal,0.770413393
3092,1923,1.549,2.254,2487,2.004,2.914,activatedcharcoal,0.773507207
3093,1927,1.553,2.258,2499,2.013,2.929,activatedcharcoal,0.770911574
3094,1926,1.552,2.257,2466,1.987,2.89,activatedcharcoal,0.780968858
3095,1930,1.555,2.262,2499,2.013,2.929,activatedcharcoal,0.772277228
3096,1926,1.552,2.257,2499,2.013,2.929,activatedcharcoal,0.77057016
3097,1925,1.551,2.256,2491,2.007,2.919,activatedcharcoal,0.77286742
3098,1924,1.55,2.255,2490,2.006,2.918,activatedcharcoal,0.772789582
3099,1921,1.548,2.251,2491,2.007,2.919,activatedcharcoal,0.771154505
3100,1927,1.553,2.258,2493,2.009,2.921,activatedcharcoal,0.773022937
3101,1927,1.553,2.258,2489,2.005,2.917,activatedcharcoal,0.774082962
3102,1921,1.548,2.251,2499,2.013,2.929,activatedcharcoal,0.76852168
3103,1921,1.548,2.251,2491,2.007,2.919,activatedcharcoal,0.771154505
3104,1928,1.553,2.259,2499,2.013,2.929,activatedcharcoal,0.771252987
3105,1927,1.553,2.258,2490,2.006,2.918,activatedcharcoal,0.773817683
3106,1923,1.549,2.254,2499,2.013,2.929,activatedcharcoal,0.76954592
3107,1927,1.553,2.258,2495,2.01,2.924,activatedcharcoal,0.772229822
3108,1933,1.557,2.265,2485,2.002,2.912,activatedcharcoal,0.777815934
3109,1929,1.554,2.261,2491,2.007,2.919,activatedcharcoal,0.774580336
3110,1927,1.553,2.258,2493,2.009,2.921,activatedcharcoal,0.773022937
3111,1923,1.549,2.254,2495,2.01,2.924,activatedcharcoal,0.770861833
3112,1929,1.554,2.261,2493,2.009,2.921,activatedcharcoal,0.774049983
3113,1927,1.553,2.258,2501,2.015,2.931,activatedcharcoal,0.770385534
3114,1927,1.553,2.258,2491,2.007,2.919,activatedcharcoal,0.773552587
3115,1927,1.553,2.258,2491,2.007,2.919,activatedcharcoal,0.773552587
3116,1929,1.554,2.261,2495,2.01,2.924,activatedcharcoal,0.773255814
3117,1931,1.556,2.263,2493,2.009,2.921,activatedcharcoal,0.77473468
3118,1935,1.559,2.268,2509,2.021,2.94,activatedcharcoal,0.771428571
3119,1933,1.557,2.265,2497,2.012,2.926,activatedcharcoal,0.774094327
3120,1929,1.554,2.261,2495,2.01,2.924,activatedcharcoal,0.773255814
3121,1935,1.559,2.268,2491,2.007,2.919,activatedcharcoal,0.776978417
3122,1933,1.557,2.265,2492,2.008,2.92,activatedcharcoal,0.775684932
3123,1927,1.553,2.258,2501,2.015,2.931,activatedcharcoal,0.770385534
3124,1931,1.556,2.263,2500,2.014,2.93,activatedcharcoal,0.772354949
3125,1931,1.556,2.263,2502,2.016,2.932,activatedcharcoal,0.771828104
3126,1931,1.556,2.263,2495,2.01,2.924,activatedcharcoal,0.773939808
3127,1929,1.554,2.261,2517,2.028,2.95,activatedcharcoal,0.766440678
3128,1929,1.554,2.261,2493,2.009,2.921,activatedcharcoal,0.774049983
3129,1930,1.555,2.262,2495,2.01,2.924,activatedcharcoal,0.773597811
3130,1927,1.553,2.258,2501,2.015,2.931,activatedcharcoal,0.770385534
3131,1929,1.554,2.261,2495,2.01,2.924,activatedcharcoal,0.773255814
3132,1931,1.556,2.263,2495,2.01,2.924,activatedcharcoal,0.773939808
3133,1930,1.555,2.262,2495,2.01,2.924,activatedcharcoal,0.773597811
3134,1931,1.556,2.263,2501,2.015,2.931,activatedcharcoal,0.772091436
3135,1933,1.557,2.265,2494,2.009,2.923,activatedcharcoal,0.774888813
3136,1931,1.556,2.263,2495,2.01,2.924,activatedcharcoal,0.773939808
3137,1935,1.559,2.268,2495,2.01,2.924,activatedcharcoal,0.775649795
3138,1937,1.561,2.27,2501,2.015,2.931,activatedcharcoal,0.7744797
3139,1937,1.561,2.27,2495,2.01,2.924,activatedcharcoal,0.776333789
3140,1935,1.559,2.268,2497,2.012,2.926,activatedcharcoal,0.775119617
3141,1935,1.559,2.268,2497,2.012,2.926,activatedcharcoal,0.775119617
3142,1937,1.561,2.27,2493,2.009,2.921,activatedcharcoal,0.777131119
3143,1935,1.559,2.268,2493,2.009,2.921,activatedcharcoal,0.776446422
3144,1935,1.559,2.268,2498,2.013,2.927,activatedcharcoal,0.7748548
3145,1933,1.557,2.265,2495,2.01,2.924,activatedcharcoal,0.774623803
3146,1935,1.559,2.268,2499,2.013,2.929,activatedcharcoal,0.774325708
3147,1931,1.556,2.263,2495,2.01,2.924,activatedcharcoal,0.773939808
3148,1937,1.561,2.27,2495,2.01,2.924,activatedcharcoal,0.776333789
3149,1935,1.559,2.268,2495,2.01,2.924,activatedcharcoal,0.775649795
3150,1933,1.557,2.265,2503,2.017,2.933,activatedcharcoal,0.772246846
3151,1935,1.559,2.268,2495,2.01,2.924,activatedcharcoal,0.775649795
3152,1938,1.561,2.271,2503,2.017,2.933,activatedcharcoal,0.774292533
3153,1937,1.561,2.27,2495,2.01,2.924,activatedcharcoal,0.776333789
3154,1938,1.561,2.271,2499,2.013,2.929,activatedcharcoal,0.775349949
3155,1934,1.558,2.266,2505,2.018,2.936,activatedcharcoal,0.771798365
3156,1933,1.557,2.265,2507,2.02,2.938,activatedcharcoal,0.770932607
3157,1943,1.565,2.277,2501,2.015,2.931,activatedcharcoal,0.776867963
3158,1935,1.559,2.268,2503,2.017,2.933,activatedcharcoal,0.77326969
3159,1943,1.565,2.277,2499,2.013,2.929,activatedcharcoal,0.777398429
3160,1938,1.561,2.271,2510,2.022,2.941,activatedcharcoal,0.772186331
3161,1938,1.561,2.271,2499,2.013,2.929,activatedcharcoal,0.775349949
3162,1939,1.562,2.272,2507,2.02,2.938,activatedcharcoal,0.77331518
3163,1940,1.563,2.273,2503,2.017,2.933,activatedcharcoal,0.774974429
3164,1941,1.564,2.275,2510,2.022,2.941,activatedcharcoal,0.773546413
3165,1941,1.564,2.275,2503,2.017,2.933,activatedcharcoal,0.775656325
3166,1941,1.564,2.275,2499,2.013,2.929,activatedcharcoal,0.776715603
3167,1941,1.564,2.275,2501,2.015,2.931,activatedcharcoal,0.776185602
3168,1949,1.57,2.284,2510,2.022,2.941,activatedcharcoal,0.776606596
3169,1945,1.567,2.279,2497,2.012,2.926,activatedcharcoal,0.778879016
3170,1943,1.565,2.277,2509,2.021,2.94,activatedcharcoal,0.774489796
3171,1943,1.565,2.277,2503,2.017,2.933,activatedcharcoal,0.77633822
3172,1951,1.572,2.286,2501,2.015,2.931,activatedcharcoal,0.779938588
3173,1951,1.572,2.286,2522,2.032,2.955,activatedcharcoal,0.773604061
3174,1947,1.569,2.282,2507,2.02,2.938,activatedcharcoal,0.776718856
3175,1946,1.568,2.28,2511,2.023,2.943,activatedcharcoal,0.774719674
3176,1943,1.565,2.277,2503,2.017,2.933,activatedcharcoal,0.77633822
3177,1947,1.569,2.282,2498,2.013,2.927,activatedcharcoal,0.779637854
3178,1953,1.573,2.289,2501,2.015,2.931,activatedcharcoal,0.780962129
3179,1949,1.57,2.284,2503,2.017,2.933,activatedcharcoal,0.778724855
3180,1950,1.571,2.285,2507,2.02,2.938,activatedcharcoal,0.777739959
3181,1945,1.567,2.279,2501,2.015,2.931,activatedcharcoal,0.777550324
3182,1951,1.572,2.286,2499,2.013,2.929,activatedcharcoal,0.780471151
3183,1945,1.567,2.279,2509,2.021,2.94,activatedcharcoal,0.775170068
3184,1951,1.572,2.286,2507,2.02,2.938,activatedcharcoal,0.778080327
3185,1948,1.569,2.283,2503,2.017,2.933,activatedcharcoal,0.778383907
3186,1951,1.572,2.286,2507,2.02,2.938,activatedcharcoal,0.778080327
3187,1951,1.572,2.286,2501,2.015,2.931,activatedcharcoal,0.779938588
3188,1947,1.569,2.282,2507,2.02,2.938,activatedcharcoal,0.776718856
3189,1947,1.569,2.282,2503,2.017,2.933,activatedcharcoal,0.778042959
3190,1947,1.569,2.282,2502,2.016,2.932,activatedcharcoal,0.778308322
3191,1951,1.572,2.286,2503,2.017,2.933,activatedcharcoal,0.779406751
3192,1941,1.564,2.275,2503,2.017,2.933,activatedcharcoal,0.775656325
3193,1948,1.569,2.283,2503,2.017,2.933,activatedcharcoal,0.778383907
3194,1950,1.571,2.285,2509,2.021,2.94,activatedcharcoal,0.777210884
3195,1949,1.57,2.284,2501,2.015,2.931,activatedcharcoal,0.779256227
3196,1949,1.57,2.284,2501,2.015,2.931,activatedcharcoal,0.779256227
3197,1943,1.565,2.277,2509,2.021,2.94,activatedcharcoal,0.774489796
3198,1949,1.57,2.284,2503,2.017,2.933,activatedcharcoal,0.778724855
3199,1947,1.569,2.282,2511,2.023,2.943,activatedcharcoal,0.775399252
3200,1951,1.572,2.286,2502,2.016,2.932,activatedcharcoal,0.779672578
3201,1943,1.565,2.277,2509,2.021,2.94,activatedcharcoal,0.774489796
3202,1943,1.565,2.277,2525,2.034,2.959,activatedcharcoal,0.769516729
3203,1945,1.567,2.279,2503,2.017,2.933,activatedcharcoal,0.777020116
3204,1939,1.562,2.272,2507,2.02,2.938,activatedcharcoal,0.77331518
3205,1946,1.568,2.28,2503,2.017,2.933,activatedcharcoal,0.777361064
3206,1945,1.567,2.279,2503,2.017,2.933,activatedcharcoal,0.777020116
3207,1941,1.564,2.275,2501,2.015,2.931,activatedcharcoal,0.776185602
3208,1940,1.563,2.273,2505,2.018,2.936,activatedcharcoal,0.774182561
3209,1942,1.565,2.276,2509,2.021,2.94,activatedcharcoal,0.77414966
3210,1941,1.564,2.275,2503,2.017,2.933,activatedcharcoal,0.775656325
3211,1943,1.565,2.277,2503,2.017,2.933,activatedcharcoal,0.77633822
3212,1942,1.565,2.276,2505,2.018,2.936,activatedcharcoal,0.77520436
3213,1945,1.567,2.279,2511,2.023,2.943,activatedcharcoal,0.774379884
3214,1939,1.562,2.272,2509,2.021,2.94,activatedcharcoal,0.772789116
3215,1939,1.562,2.272,2511,2.023,2.943,activatedcharcoal,0.772001359
3216,1943,1.565,2.277,2503,2.017,2.933,activatedcharcoal,0.77633822
3217,1937,1.561,2.27,2511,2.023,2.943,activatedcharcoal,0.77132178
3218,1941,1.564,2.275,2503,2.017,2.933,activatedcharcoal,0.775656325
3219,1941,1.564,2.275,2507,2.02,2.938,activatedcharcoal,0.774336283
3220,1935,1.559,2.268,2513,2.025,2.945,activatedcharcoal,0.770118846
3221,1940,1.563,2.273,2513,2.025,2.945,activatedcharcoal,0.771816638
3222,1943,1.565,2.277,2507,2.02,2.938,activatedcharcoal,0.775017018
3223,1953,1.573,2.289,2511,2.023,2.943,activatedcharcoal,0.777777778
3224,1946,1.568,2.28,2514,2.025,2.946,activatedcharcoal,0.773930754
3225,1947,1.569,2.282,2505,2.018,2.936,activatedcharcoal,0.777247956
3226,1947,1.569,2.282,2514,2.025,2.946,activatedcharcoal,0.77460964
3227,1944,1.566,2.278,2516,2.027,2.948,activatedcharcoal,0.772727273
3228,1945,1.567,2.279,2506,2.019,2.937,activatedcharcoal,0.775961866
3229,1943,1.565,2.277,2517,2.028,2.95,activatedcharcoal,0.771864407
3230,1949,1.57,2.284,2507,2.02,2.938,activatedcharcoal,0.777399592
3231,1949,1.57,2.284,2505,2.018,2.936,activatedcharcoal,0.777929155
3232,1943,1.565,2.277,2517,2.028,2.95,activatedcharcoal,0.771864407
3233,1945,1.567,2.279,2515,2.026,2.947,activatedcharcoal,0.773328809
3234,1949,1.57,2.284,2507,2.02,2.938,activatedcharcoal,0.777399592
3235,1949,1.57,2.284,2511,2.023,2.943,activatedcharcoal,0.776078831
3236,1951,1.572,2.286,2515,2.026,2.947,activatedcharcoal,0.775704106
3237,1943,1.565,2.277,2517,2.028,2.95,activatedcharcoal,0.771864407
3238,1955,1.575,2.291,2507,2.02,2.938,activatedcharcoal,0.779782165
3239,1947,1.569,2.282,2515,2.026,2.947,activatedcharcoal,0.774346793
3240,1949,1.57,2.284,2511,2.023,2.943,activatedcharcoal,0.776078831
3241,1947,1.569,2.282,2510,2.022,2.941,activatedcharcoal,0.775926556
3242,1951,1.572,2.286,2514,2.025,2.946,activatedcharcoal,0.775967413
3243,1946,1.568,2.28,2515,2.026,2.947,activatedcharcoal,0.773668137
3244,1945,1.567,2.279,2509,2.021,2.94,activatedcharcoal,0.775170068
3245,1946,1.568,2.28,2521,2.031,2.954,activatedcharcoal,0.7718348
3246,1951,1.572,2.286,2510,2.022,2.941,activatedcharcoal,0.777286637
3247,1950,1.571,2.285,2509,2.021,2.94,activatedcharcoal,0.777210884
3248,1945,1.567,2.279,2516,2.027,2.948,activatedcharcoal,0.773066486
3249,1950,1.571,2.285,2515,2.026,2.947,activatedcharcoal,0.775364778
3250,1946,1.568,2.28,2515,2.026,2.947,activatedcharcoal,0.773668137
3251,1945,1.567,2.279,2516,2.027,2.948,activatedcharcoal,0.773066486
3252,1949,1.57,2.284,2519,2.029,2.952,activatedcharcoal,0.773712737
3253,1935,1.559,2.268,2509,2.021,2.94,activatedcharcoal,0.771428571
3254,1945,1.567,2.279,2517,2.028,2.95,activatedcharcoal,0.772542373
3255,1949,1.57,2.284,2516,2.027,2.948,activatedcharcoal,0.774762551
3256,1951,1.572,2.286,2505,2.018,2.936,activatedcharcoal,0.778610354
3257,1947,1.569,2.282,2515,2.026,2.947,activatedcharcoal,0.774346793
3258,1948,1.569,2.283,2509,2.021,2.94,activatedcharcoal,0.776530612
3259,1949,1.57,2.284,2513,2.025,2.945,activatedcharcoal,0.775551783
3260,1949,1.57,2.284,2516,2.027,2.948,activatedcharcoal,0.774762551
3261,1946,1.568,2.28,2516,2.027,2.948,activatedcharcoal,0.773405699
3262,1949,1.57,2.284,2518,2.029,2.951,activatedcharcoal,0.773974924
3263,1949,1.57,2.284,2508,2.021,2.939,activatedcharcoal,0.77713508
3264,1943,1.565,2.277,2485,2.002,2.912,activatedcharcoal,0.781936813
3265,1947,1.569,2.282,2509,2.021,2.94,activatedcharcoal,0.776190476
3266,1947,1.569,2.282,2509,2.021,2.94,activatedcharcoal,0.776190476
3267,1951,1.572,2.286,2511,2.023,2.943,activatedcharcoal,0.77675841
3268,1947,1.569,2.282,2511,2.023,2.943,activatedcharcoal,0.775399252
3269,1947,1.569,2.282,2515,2.026,2.947,activatedcharcoal,0.774346793
3270,1948,1.569,2.283,2517,2.028,2.95,activatedcharcoal,0.773898305
3271,1943,1.565,2.277,2513,2.025,2.945,activatedcharcoal,0.773174873
3272,1949,1.57,2.284,2511,2.023,2.943,activatedcharcoal,0.776078831
3273,1945,1.567,2.279,2511,2.023,2.943,activatedcharcoal,0.774379884
3274,1949,1.57,2.284,2517,2.028,2.95,activatedcharcoal,0.774237288
3275,1945,1.567,2.279,2518,2.029,2.951,activatedcharcoal,0.772280583
3276,1945,1.567,2.279,2505,2.018,2.936,activatedcharcoal,0.776226158
3277,1949,1.57,2.284,2511,2.023,2.943,activatedcharcoal,0.776078831
3278,1945,1.567,2.279,2517,2.028,2.95,activatedcharcoal,0.772542373
3279,1951,1.572,2.286,2511,2.023,2.943,activatedcharcoal,0.77675841
3280,1947,1.569,2.282,2519,2.029,2.952,activatedcharcoal,0.77303523
3281,1951,1.572,2.286,2511,2.023,2.943,activatedcharcoal,0.77675841
3282,1954,1.574,2.29,2511,2.023,2.943,activatedcharcoal,0.778117567
3283,1951,1.572,2.286,2515,2.026,2.947,activatedcharcoal,0.775704106
3284,1949,1.57,2.284,2522,2.032,2.955,activatedcharcoal,0.772927242
3285,1957,1.577,2.293,2515,2.026,2.947,activatedcharcoal,0.778079403
3286,1951,1.572,2.286,2513,2.025,2.945,activatedcharcoal,0.7762309
3287,1954,1.574,2.29,2521,2.031,2.954,activatedcharcoal,0.775220041
